date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,city
2022-12-05,1.0,30.0,19.4,24.8,32.7,21.9,27.5,2022-12-05 00:44:00,2022-12-05 11:51:00,40033.62,36768.44,0.0,0.0,0.0,0.0,16.6,33.8,53.0,17.65,3.83,Visakhapatnam
2016-09-24,63.0,29.8,24.1,26.3,36.5,29.1,31.3,2016-09-24 00:25:00,2016-09-24 12:30:00,43465.71,26712.62,10.2,10.2,0.0,9.0,15.5,25.6,82.0,13.95,2.87,Lucknow
2022-04-11,2.0,39.4,22.6,30.5,40.8,23.9,30.6,2022-04-11 00:50:00,2022-04-11 13:20:00,44991.81,39238.85,0.0,0.0,0.0,0.0,21.6,40.0,270.0,23.43,6.61,Pune
2018-11-12,0.0,29.6,15.2,22.2,29.4,15.4,22.4,2018-11-12 00:55:00,2018-11-12 11:50:00,39271.2,34078.5,0.0,0.0,0.0,0.0,9.3,21.6,248.0,14.57,3.41,Kanpur
2017-11-24,0.0,24.5,10.4,17.0,22.1,9.0,15.3,2017-11-24 01:02:00,2017-11-24 11:43:00,38417.9,33065.64,0.0,0.0,0.0,0.0,14.1,27.0,278.0,13.51,3.12,Lucknow
2019-08-17,53.0,30.0,24.9,27.2,33.8,29.4,31.5,2019-08-17 00:46:00,2019-08-17 13:40:00,46441.85,25425.22,2.4,2.4,0.0,12.0,17.5,33.1,218.0,14.73,3.39,Ahmedabad
2020-11-21,51.0,25.3,17.9,20.9,27.3,19.6,23.0,2020-11-21 00:16:00,2020-11-21 11:01:00,38712.77,34686.79,1.3,1.3,0.0,6.0,10.1,23.4,74.0,13.03,2.42,Guwahati
2019-07-21,51.0,33.1,27.7,30.1,39.3,33.4,35.5,2019-07-20 23:32:00,2019-07-21 12:52:00,47960.71,43582.02,0.3,0.3,0.0,3.0,18.7,35.3,196.0,20.13,4.88,Kolkata
2021-01-09,2.0,24.0,13.3,19.0,23.7,12.9,18.8,2021-01-09 01:26:00,2021-01-09 12:00:00,38026.43,32400.0,0.0,0.0,0.0,0.0,13.2,25.6,282.0,11.03,2.43,Lucknow
2022-08-27,63.0,32.7,25.6,29.1,39.2,30.7,35.0,2022-08-27 00:13:00,2022-08-27 13:02:00,46100.45,36451.8,15.1,15.1,0.0,14.0,17.0,31.7,257.0,17.89,4.0,Lucknow
