date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,city
2018-09-06,51.0,27.9,18.0,22.4,27.3,19.1,23.1,2018-09-06 00:38:00,2018-09-06 12:57:00,44319.62,38340.97,0.4,0.4,0.0,4.0,21.7,42.5,273.0,19.74,4.35,Bengaluru
2022-04-21,51.0,35.0,24.6,29.9,39.6,26.6,33.4,2022-04-20 23:51:00,2022-04-21 12:45:00,46451.34,40650.16,0.1,0.1,0.0,1.0,21.6,38.9,94.0,22.19,5.8,Patna
2023-01-29,2.0,29.3,15.5,23.1,28.9,14.4,22.8,2023-01-29 01:18:00,2023-01-29 12:39:00,40863.1,36385.22,0.0,0.0,0.0,0.0,16.4,34.9,128.0,20.37,5.06,Hyderabad
2020-08-25,63.0,33.3,27.2,30.1,41.1,34.0,37.6,2020-08-24 23:30:00,2020-08-25 12:19:00,46167.51,41494.26,4.0,4.0,0.0,8.0,10.3,26.3,67.0,21.28,4.59,Guwahati
2021-08-04,3.0,32.3,25.9,28.8,36.2,31.0,33.7,2021-08-04 00:14:00,2021-08-04 13:40:00,48314.93,42869.77,0.0,0.0,0.0,0.0,18.7,36.4,79.0,19.75,4.48,Delhi
2023-02-19,0.0,33.6,14.1,23.8,31.9,12.0,21.4,2023-02-19 01:31:00,2023-02-19 13:05:00,41639.6,38625.4,0.0,0.0,0.0,0.0,15.1,33.8,71.0,22.93,6.06,Nashik
2023-06-28,63.0,25.4,22.6,23.5,29.0,25.0,26.2,2023-06-28 00:28:00,2023-06-28 13:47:00,47993.76,1796.88,14.3,14.3,0.0,22.0,19.5,40.0,242.0,10.43,2.02,Nashik
2023-09-19,61.0,28.5,25.5,26.6,32.3,29.0,30.4,2023-09-19 00:56:00,2023-09-19 13:08:00,43869.81,31902.23,10.7,10.7,0.0,24.0,22.3,45.4,202.0,16.75,3.31,Mumbai
2016-03-05,61.0,30.4,17.4,23.3,31.1,16.9,23.6,2016-03-05 01:07:00,2016-03-05 12:51:00,42224.3,38237.09,2.2,2.2,0.0,2.0,15.4,46.4,34.0,20.36,4.64,Agra
2020-08-10,61.0,27.2,25.5,26.3,32.2,28.9,30.7,2020-08-10 00:48:00,2020-08-10 13:39:00,46255.23,10673.0,18.0,18.0,0.0,24.0,19.9,36.7,228.0,9.75,2.05,Mumbai
2015-11-08,63.0,26.0,24.6,25.1,29.1,25.4,26.8,2015-11-08 00:35:00,2015-11-08 12:10:00,41723.05,5477.14,75.0,75.0,0.0,24.0,38.5,64.1,27.0,4.54,1.29,Chennai
2023-09-30,53.0,30.5,22.9,25.8,35.0,25.6,29.7,2023-09-30 00:36:00,2023-09-30 12:36:00,43196.9,38981.51,1.5,1.5,0.0,6.0,16.0,29.5,254.0,20.82,4.3,Hyderabad
2020-07-11,61.0,30.1,25.5,27.9,35.4,29.3,32.8,2020-07-11 00:19:00,2020-07-11 13:09:00,46236.75,32485.83,4.8,4.8,0.0,9.0,15.5,30.2,206.0,13.8,3.22,Chennai
2023-05-27,51.0,35.3,22.5,28.4,38.9,26.6,31.8,2023-05-26 23:43:00,2023-05-27 13:22:00,49145.97,34510.62,0.1,0.1,0.0,1.0,12.8,25.2,194.0,21.19,5.02,Lucknow
2015-03-15,3.0,30.4,17.7,23.8,32.4,20.0,25.9,2015-03-15 01:12:00,2015-03-15 13:14:00,43277.48,38636.77,0.0,0.0,0.0,0.0,15.2,38.2,279.0,23.48,5.1,Pune
2018-12-14,0.0,22.8,10.6,16.2,20.7,8.4,14.5,2018-12-14 01:18:00,2018-12-14 11:48:00,37780.23,32430.02,0.0,0.0,0.0,0.0,12.1,26.6,314.0,12.47,2.74,Kanpur
2018-02-08,1.0,24.7,14.3,19.1,22.2,12.8,17.2,2018-02-08 00:59:00,2018-02-08 12:08:00,40142.78,36756.93,0.0,0.0,0.0,0.0,18.4,34.9,270.0,16.95,4.13,Patna
2023-12-20,1.0,26.5,17.5,21.6,27.7,18.5,22.4,2023-12-20 00:52:00,2023-12-20 11:56:00,39851.3,36806.89,0.0,0.0,0.0,0.0,14.5,29.2,43.0,17.29,3.6,Visakhapatnam
2016-03-31,1.0,33.6,20.4,27.0,35.3,22.4,27.6,2016-03-31 00:46:00,2016-03-31 13:01:00,44103.99,41299.11,0.0,0.0,0.0,0.0,11.4,24.1,134.0,25.61,6.46,Bengaluru
2023-04-05,0.0,32.3,17.6,24.5,31.7,16.1,23.6,2023-04-05 00:34:00,2023-04-05 13:07:00,45159.78,41502.42,0.0,0.0,0.0,0.0,15.3,31.0,326.0,23.41,6.19,Agra
2017-12-01,1.0,25.8,14.5,19.6,26.7,14.6,20.4,2017-12-01 00:30:00,2017-12-01 11:21:00,39059.88,35851.31,0.0,0.0,0.0,0.0,10.8,24.8,349.0,14.93,2.89,Howrah
2023-12-25,0.0,25.9,14.6,20.6,26.8,14.7,21.7,2023-12-25 00:44:00,2023-12-25 11:28:00,38699.23,35514.3,0.0,0.0,0.0,0.0,8.6,19.4,359.0,13.96,2.73,Howrah
2020-11-15,63.0,27.0,25.2,25.9,30.8,29.3,29.9,2020-11-15 00:38:00,2020-11-15 12:09:00,41470.26,0.0,26.1,26.1,0.0,24.0,19.3,38.5,82.0,5.76,1.41,Chennai
2018-09-03,61.0,31.1,25.5,27.9,40.1,31.8,34.3,2018-09-02 23:49:00,2018-09-03 12:22:00,45140.18,30795.59,7.6,7.6,0.0,15.0,12.3,26.6,182.0,15.42,3.24,Howrah
2017-07-07,55.0,32.7,26.6,29.4,39.2,31.6,34.8,2017-07-06 23:57:00,2017-07-07 13:06:00,47305.59,30912.57,1.9,1.9,0.0,5.0,14.4,31.3,244.0,15.56,3.78,Visakhapatnam
2016-04-25,1.0,37.4,24.1,31.3,37.9,26.8,32.6,2016-04-25 00:40:00,2016-04-25 13:34:00,46441.58,39394.3,0.0,0.0,0.0,0.0,12.7,25.2,237.0,24.73,6.81,Ahmedabad
2022-04-06,3.0,34.4,24.7,28.9,39.6,29.5,32.9,2022-04-05 23:54:00,2022-04-06 12:23:00,44953.82,39600.0,0.0,0.0,0.0,0.0,21.5,40.3,191.0,22.77,5.66,Howrah
2022-11-20,1.0,26.2,13.0,19.6,25.2,11.5,18.3,2022-11-20 01:13:00,2022-11-20 12:26:00,40337.32,37001.89,0.0,0.0,0.0,0.0,13.8,31.0,93.0,19.75,4.29,Pune
2017-08-17,63.0,32.8,26.1,29.0,40.6,32.4,36.3,2017-08-16 23:26:00,2017-08-17 12:27:00,46857.18,39600.0,7.5,7.5,0.0,14.0,8.9,24.5,98.0,19.12,4.05,Guwahati
2023-02-10,0.0,26.1,13.5,19.3,25.9,12.7,19.3,2023-02-10 00:58:00,2023-02-10 12:09:00,40275.43,36521.43,0.0,0.0,0.0,0.0,10.9,20.9,269.0,16.51,3.32,Patna
2018-10-22,1.0,31.0,17.1,23.5,29.7,16.3,22.8,2018-10-22 00:51:00,2018-10-22 12:13:00,40877.21,37527.41,0.0,0.0,0.0,0.0,13.0,27.4,324.0,17.62,4.61,Agra
2021-10-13,63.0,31.7,24.8,27.6,38.5,30.1,33.7,2021-10-13 00:02:00,2021-10-13 11:43:00,42034.92,23138.85,9.3,9.3,0.0,7.0,11.4,27.7,11.0,13.03,2.8,Howrah
2017-11-05,0.0,28.7,17.5,23.0,30.5,18.9,24.5,2017-11-05 01:01:00,2017-11-05 12:02:00,39659.54,34315.41,0.0,0.0,0.0,0.0,8.3,18.0,29.0,15.17,3.19,Agra
2020-02-19,1.0,25.9,11.3,19.3,26.3,10.0,19.0,2020-02-19 00:51:00,2020-02-19 12:14:00,41001.93,38244.31,0.0,0.0,0.0,0.0,11.1,16.9,42.0,18.73,3.67,Patna
2019-12-01,3.0,29.2,23.2,26.0,31.8,27.1,29.4,2019-12-01 00:41:00,2019-12-01 11:50:00,40139.33,35172.53,0.0,0.0,0.0,0.0,16.6,35.3,62.0,14.49,3.26,Visakhapatnam
2020-11-21,3.0,30.6,18.3,24.3,32.1,19.1,25.5,2020-11-21 00:54:00,2020-11-21 12:09:00,40506.25,37511.19,0.0,0.0,0.0,0.0,9.2,20.9,38.0,17.8,3.97,Hyderabad
2017-10-19,61.0,26.8,25.6,26.2,32.7,30.4,31.6,2017-10-19 00:21:00,2017-10-19 12:02:00,42059.41,0.0,19.3,19.3,0.0,15.0,13.9,26.6,260.0,3.38,0.86,Visakhapatnam
2018-06-12,1.0,41.8,30.5,36.1,43.1,34.5,38.5,2018-06-11 23:42:00,2018-06-12 13:30:00,49695.81,41116.51,0.0,0.0,0.0,0.0,21.7,41.8,278.0,23.29,8.55,Lucknow
2019-02-28,1.0,32.2,19.8,25.4,32.7,19.2,24.8,2019-02-28 01:06:00,2019-02-28 12:58:00,42727.37,39952.34,0.0,0.0,0.0,0.0,14.4,28.4,316.0,24.64,6.0,Bengaluru
2022-10-09,53.0,32.1,25.7,28.6,39.0,31.1,35.2,2022-10-09 00:15:00,2022-10-09 11:58:00,42174.55,36000.0,2.0,2.0,0.0,6.0,9.4,16.6,92.0,16.42,3.51,Patna
2023-09-04,0.0,35.9,25.3,30.4,39.3,28.7,33.8,2023-09-04 00:28:00,2023-09-04 13:06:00,45431.61,41498.39,0.0,0.0,0.0,0.0,15.3,31.0,332.0,23.32,6.15,Agra
2019-12-29,3.0,13.2,3.4,7.3,11.4,0.7,5.2,2019-12-29 01:42:00,2019-12-29 12:03:00,37221.23,29707.12,0.0,0.0,0.0,0.0,10.2,17.3,347.0,11.82,1.57,Delhi
2021-12-16,2.0,26.0,15.7,20.5,27.2,16.6,21.6,2021-12-16 01:32:00,2021-12-16 12:28:00,39334.09,36000.0,0.0,0.0,0.0,0.0,11.2,21.2,30.0,14.5,2.87,Nashik
2018-10-14,51.0,29.8,21.5,25.8,34.8,25.2,30.4,2018-10-14 00:02:00,2018-10-14 11:42:00,41984.64,37574.69,0.2,0.2,0.0,2.0,8.9,23.4,250.0,17.19,3.46,Howrah
2017-09-01,51.0,26.8,21.3,23.5,29.5,23.7,25.7,2017-09-01 00:49:00,2017-09-01 13:20:00,45054.57,39818.51,0.9,0.9,0.0,8.0,19.1,45.0,227.0,18.6,3.65,Nashik
2021-09-02,51.0,26.9,22.0,23.7,29.1,24.3,25.8,2021-09-02 00:49:00,2021-09-02 13:19:00,44987.58,37846.92,1.0,1.0,0.0,8.0,23.7,49.3,221.0,18.77,3.55,Nashik
2015-05-27,51.0,30.8,21.1,25.4,33.1,23.3,27.4,2015-05-27 00:22:00,2015-05-27 13:11:00,46112.38,42545.93,0.8,0.8,0.0,2.0,16.6,34.9,262.0,21.8,4.96,Bengaluru
2021-08-28,61.0,31.4,26.1,28.1,38.0,30.8,33.4,2021-08-27 23:48:00,2021-08-28 12:27:00,45562.57,33979.17,6.2,6.2,0.0,19.0,14.8,36.4,113.0,18.22,3.87,Howrah
2017-01-05,0.0,22.3,12.6,16.7,22.3,12.2,16.6,2017-01-05 01:06:00,2017-01-05 11:43:00,38177.49,34699.97,0.0,0.0,0.0,0.0,10.9,23.4,275.0,15.47,2.6,Patna
2023-04-23,1.0,35.1,19.8,27.3,35.9,20.9,27.6,2023-04-23 00:42:00,2023-04-23 13:23:00,45687.0,42957.2,0.0,0.0,0.0,0.0,18.4,40.7,282.0,24.58,6.65,Pune
2015-05-28,51.0,40.0,28.2,33.5,41.8,28.2,34.3,2015-05-28 00:11:00,2015-05-28 13:15:00,47032.44,43185.43,0.3,0.3,0.0,2.0,19.4,40.7,289.0,25.3,8.29,Hyderabad
2019-06-16,51.0,30.8,23.5,26.2,32.2,25.8,28.2,2019-06-16 00:25:00,2019-06-16 13:45:00,48006.04,41225.14,2.1,2.1,0.0,13.0,29.4,60.8,231.0,21.61,4.9,Nashik
2019-07-31,3.0,30.6,26.0,28.4,33.9,29.3,31.7,2019-07-31 00:05:00,2019-07-31 13:01:00,46541.23,37476.16,0.0,0.0,0.0,0.0,26.9,51.8,228.0,16.11,4.18,Visakhapatnam
2015-07-29,3.0,32.4,25.9,28.8,36.4,29.2,32.7,2015-07-28 23:59:00,2015-07-29 13:26:00,48423.54,37440.75,0.0,0.0,0.0,0.0,17.4,35.3,238.0,21.84,5.27,Lucknow
2016-01-20,3.0,18.0,7.4,13.4,16.0,5.7,11.8,2016-01-20 01:27:00,2016-01-20 12:11:00,38621.26,30830.51,0.0,0.0,0.0,0.0,10.4,24.5,302.0,13.83,2.39,Kanpur
2023-01-25,3.0,27.7,15.5,20.5,26.4,15.3,19.6,2023-01-25 01:16:00,2023-01-25 12:47:00,41456.43,37524.4,0.0,0.0,0.0,0.0,16.7,30.2,102.0,22.31,4.92,Bengaluru
2016-10-08,63.0,29.0,26.0,27.1,33.9,30.3,32.1,2016-10-08 00:18:00,2016-10-08 12:10:00,42678.25,5730.32,9.0,9.0,0.0,11.0,17.2,32.4,230.0,9.69,2.22,Visakhapatnam
2021-12-07,0.0,25.0,11.7,17.9,23.7,10.5,16.8,2021-12-07 01:14:00,2021-12-07 11:46:00,37936.86,32541.06,0.0,0.0,0.0,0.0,11.5,24.5,302.0,13.41,2.92,Kanpur
2022-01-07,3.0,27.8,17.3,22.2,27.8,18.3,22.4,2022-01-07 01:17:00,2022-01-07 12:26:00,40120.3,35431.78,0.0,0.0,0.0,0.0,15.9,30.2,129.0,17.93,3.99,Hyderabad
2023-08-09,51.0,31.9,25.2,28.4,35.8,29.3,32.5,2023-08-09 00:43:00,2023-08-09 13:46:00,46982.18,37212.27,0.7,0.7,0.0,5.0,21.4,38.2,232.0,18.66,4.43,Ahmedabad
2017-10-19,2.0,27.9,16.8,22.2,29.7,17.0,23.2,2017-10-19 00:40:00,2017-10-19 12:28:00,42484.84,39510.51,0.0,0.0,0.0,0.0,14.1,27.7,322.0,20.65,4.42,Bengaluru
2017-03-24,0.0,31.5,22.7,27.1,35.4,26.6,30.4,2017-03-24 01:09:00,2017-03-24 13:20:00,43891.71,40893.6,0.0,0.0,0.0,0.0,23.8,46.1,319.0,24.85,5.52,Mumbai
2023-06-04,61.0,36.3,25.2,29.6,38.4,27.2,31.9,2023-06-03 23:53:00,2023-06-04 13:45:00,49946.14,34079.84,1.6,1.6,0.0,1.0,13.5,29.5,286.0,20.33,5.79,Delhi
2016-12-13,1.0,30.0,14.0,23.0,28.3,12.8,21.3,2016-12-13 01:27:00,2016-12-13 12:29:00,39703.7,36000.0,0.0,0.0,0.0,0.0,17.3,41.8,83.0,18.69,4.99,Pune
2018-07-18,61.0,32.7,26.7,29.0,40.7,32.5,35.8,2018-07-17 23:31:00,2018-07-18 12:53:00,48076.39,39348.36,4.5,4.5,0.0,10.0,16.3,32.8,125.0,19.83,4.12,Kolkata
2021-09-22,63.0,29.1,24.4,26.1,33.7,28.5,30.8,2021-09-21 23:55:00,2021-09-22 12:03:00,43655.05,8439.35,17.6,17.6,0.0,18.0,17.4,36.0,129.0,10.18,2.06,Howrah
2022-09-08,53.0,29.1,25.0,26.9,33.9,28.9,31.6,2022-09-08 00:28:00,2022-09-08 12:45:00,44240.18,2480.5,2.2,2.2,0.0,10.0,13.9,24.8,252.0,8.86,2.19,Chennai
2020-02-16,0.0,33.2,18.3,25.7,33.0,16.7,24.0,2020-02-16 01:41:00,2020-02-16 13:05:00,41071.93,38366.89,0.0,0.0,0.0,0.0,15.0,32.4,60.0,19.85,6.11,Ahmedabad
2016-12-04,3.0,27.1,18.6,22.0,27.0,20.6,23.0,2016-12-04 00:57:00,2016-12-04 12:22:00,41042.3,32260.24,0.0,0.0,0.0,0.0,14.8,33.5,101.0,14.75,3.27,Bengaluru
2018-10-17,1.0,28.3,20.1,24.1,32.5,22.9,27.5,2018-10-16 23:52:00,2018-10-17 11:23:00,41430.34,38669.59,0.0,0.0,0.0,0.0,6.5,16.2,205.0,19.05,3.7,Guwahati
2018-11-03,0.0,34.4,20.0,27.7,35.5,21.3,28.7,2018-11-03 01:15:00,2018-11-03 12:30:00,40489.56,36303.64,0.0,0.0,0.0,0.0,9.9,20.5,16.0,18.44,4.68,Ahmedabad
2023-09-09,61.0,30.7,26.0,27.5,36.3,30.4,32.5,2023-09-09 00:02:00,2023-09-09 12:31:00,44868.54,23108.06,4.8,4.8,0.0,13.0,19.6,36.0,98.0,13.32,2.79,Patna
2019-12-13,1.0,28.9,20.9,24.7,31.4,22.4,26.9,2019-12-13 01:32:00,2019-12-13 12:32:00,39585.64,36000.0,0.0,0.0,0.0,0.0,20.8,40.0,348.0,16.46,3.71,Mumbai
2023-01-28,1.0,30.9,17.1,24.6,31.9,16.5,26.0,2023-01-28 01:00:00,2023-01-28 12:19:00,40758.64,38077.52,0.0,0.0,0.0,0.0,15.1,32.0,63.0,19.46,4.51,Visakhapatnam
2022-08-10,3.0,34.3,28.1,30.7,38.1,30.9,34.1,2022-08-10 00:16:00,2022-08-10 13:30:00,47593.84,43200.0,0.0,0.0,0.0,0.0,25.1,44.3,81.0,22.13,6.38,Agra
2015-03-02,3.0,28.8,19.2,23.9,31.4,19.4,24.7,2015-03-02 00:15:00,2015-03-02 11:54:00,41933.48,25400.23,0.0,0.0,0.0,0.0,19.3,38.9,245.0,14.54,4.11,Guwahati
2020-04-19,1.0,39.1,27.4,33.2,39.3,27.4,32.5,2020-04-19 00:45:00,2020-04-19 13:31:00,46013.9,39238.73,0.0,0.0,0.0,0.0,17.9,35.3,292.0,24.42,8.7,Ahmedabad
2016-12-09,1.0,24.4,10.4,17.4,25.1,9.6,17.6,2016-12-09 01:26:00,2016-12-09 11:54:00,37698.51,34176.51,0.0,0.0,0.0,0.0,9.3,15.1,201.0,14.65,2.52,Agra
2016-08-09,61.0,30.5,25.9,27.7,36.6,30.1,32.9,2016-08-09 00:17:00,2016-08-09 13:35:00,47891.2,27160.13,6.3,6.3,0.0,7.0,18.4,33.5,95.0,13.47,3.02,Delhi
2021-12-05,2.0,24.3,12.6,18.7,25.0,12.0,19.3,2021-12-05 01:23:00,2021-12-05 11:54:00,37828.67,23867.96,0.0,0.0,0.0,0.0,11.7,20.2,28.0,9.71,1.92,Agra
2023-10-20,1.0,29.6,21.1,25.1,33.8,24.5,29.0,2023-10-19 23:54:00,2023-10-20 11:21:00,41179.14,38458.83,0.0,0.0,0.0,0.0,10.2,23.0,89.0,17.85,3.58,Guwahati
2022-01-29,0.0,26.7,10.9,17.7,25.7,8.4,16.0,2022-01-29 01:50:00,2022-01-29 12:54:00,39880.82,36896.81,0.0,0.0,0.0,0.0,12.5,22.3,56.0,18.49,3.84,Ahmedabad
2020-11-19,1.0,30.2,17.2,23.0,28.9,17.2,21.9,2020-11-19 01:25:00,2020-11-19 12:24:00,39483.61,36000.0,0.0,0.0,0.0,0.0,12.7,25.9,349.0,17.24,4.71,Ahmedabad
2018-01-07,3.0,20.3,11.2,15.1,20.2,10.7,14.6,2018-01-07 00:41:00,2018-01-07 11:16:00,38094.43,34736.94,0.0,0.0,0.0,0.0,9.2,22.0,237.0,13.98,2.32,Guwahati
2018-03-04,0.0,33.9,20.7,27.5,33.3,22.5,28.3,2018-03-04 00:43:00,2018-03-04 12:34:00,42647.32,39304.38,0.0,0.0,0.0,0.0,24.9,51.1,215.0,22.85,6.5,Visakhapatnam
2016-08-05,51.0,28.8,22.9,25.0,30.7,23.3,25.7,2016-08-05 00:26:00,2016-08-05 13:17:00,46231.41,37456.54,0.5,0.5,0.0,2.0,32.5,68.0,259.0,18.24,4.3,Hyderabad
2020-04-28,3.0,34.8,25.0,29.6,38.0,28.2,32.5,2020-04-28 00:21:00,2020-04-28 13:05:00,45835.57,37658.06,0.0,0.0,0.0,0.0,16.8,33.1,120.0,21.43,5.5,Hyderabad
2020-01-12,2.0,18.0,8.8,13.0,16.7,7.5,11.8,2020-01-12 01:07:00,2020-01-12 11:47:00,38410.33,33289.67,0.0,0.0,0.0,0.0,11.9,25.6,281.0,13.53,2.05,Patna
2023-10-16,1.0,33.1,24.8,29.0,40.2,27.7,33.2,2023-10-16 01:02:00,2023-10-16 12:45:00,42138.42,37184.45,0.0,0.0,0.0,0.0,15.5,32.0,352.0,20.49,4.93,Mumbai
2023-04-23,3.0,35.4,23.2,29.0,37.1,24.2,30.7,2023-04-23 00:25:00,2023-04-23 13:03:00,45542.46,41805.55,0.0,0.0,0.0,0.0,18.1,33.1,112.0,24.74,6.28,Hyderabad
2015-12-18,1.0,30.7,20.3,25.1,31.1,19.9,25.6,2015-12-18 01:35:00,2015-12-18 12:34:00,39538.35,36000.0,0.0,0.0,0.0,0.0,15.0,24.5,359.0,17.64,4.51,Mumbai
2023-05-08,51.0,32.7,21.9,26.8,37.5,24.7,30.2,2023-05-07 23:10:00,2023-05-08 12:28:00,47847.57,42913.71,0.2,0.2,0.0,2.0,16.9,34.9,70.0,22.93,5.2,Guwahati
2019-03-04,0.0,29.1,17.6,22.8,28.4,15.7,21.3,2019-03-04 01:28:00,2019-03-04 13:13:00,42314.62,39125.95,0.0,0.0,0.0,0.0,18.1,36.4,312.0,21.87,5.74,Ahmedabad
2015-12-05,0.0,28.7,16.1,22.1,30.0,16.1,22.3,2015-12-05 01:25:00,2015-12-05 12:24:00,39532.26,36025.3,0.0,0.0,0.0,0.0,10.0,26.6,86.0,18.06,3.97,Nashik
2023-04-15,2.0,39.2,22.1,31.3,37.5,20.4,29.4,2023-04-15 00:26:00,2023-04-15 13:16:00,46246.61,42472.59,0.0,0.0,0.0,0.0,14.5,31.0,249.0,24.27,7.28,Delhi
2019-08-12,51.0,33.3,27.4,30.3,39.3,33.2,36.3,2019-08-12 00:06:00,2019-08-12 13:16:00,47399.82,41510.98,0.2,0.2,0.0,2.0,15.3,30.2,290.0,19.34,4.49,Lucknow
2021-03-25,3.0,31.6,23.5,27.5,37.2,28.6,32.5,2021-03-25 00:39:00,2021-03-25 12:50:00,43837.07,40331.96,0.0,0.0,0.0,0.0,13.9,33.8,127.0,25.44,5.34,Chennai
2016-02-29,53.0,28.8,21.6,25.1,33.9,25.4,29.6,2016-02-29 00:28:00,2016-02-29 12:09:00,42087.69,38856.03,0.9,0.9,0.0,2.0,6.0,15.5,262.0,18.57,3.68,Kolkata
2019-06-21,1.0,37.7,25.9,32.8,41.4,30.0,36.6,2019-06-20 23:54:00,2019-06-21 13:45:00,49872.02,40896.66,0.0,0.0,0.0,0.0,9.3,19.4,297.0,22.58,5.87,Agra
2015-12-10,51.0,23.7,15.9,19.7,25.2,16.8,21.2,2015-12-10 00:29:00,2015-12-10 11:01:00,37942.11,33614.67,0.2,0.2,0.0,1.0,5.9,14.4,105.0,12.73,2.28,Guwahati
2020-04-26,1.0,32.4,25.8,28.7,38.0,31.4,33.9,2020-04-26 00:43:00,2020-04-26 13:29:00,45967.62,42879.09,0.0,0.0,0.0,0.0,23.1,45.4,302.0,25.8,5.69,Mumbai
2016-07-12,61.0,30.4,25.8,27.9,37.5,31.5,34.5,2016-07-11 23:08:00,2016-07-12 12:48:00,49152.53,17936.98,7.7,7.7,0.0,10.0,9.8,18.7,282.0,12.19,2.6,Guwahati
2017-09-14,63.0,32.5,26.8,29.2,39.9,33.0,35.7,2017-09-14 00:21:00,2017-09-14 12:42:00,44434.14,39600.0,4.2,4.2,0.0,5.0,9.4,19.4,98.0,17.88,3.88,Lucknow
2018-07-06,51.0,35.6,26.9,30.6,39.1,31.1,34.6,2018-07-06 00:29:00,2018-07-06 13:59:00,48584.92,38020.03,0.5,0.5,0.0,4.0,18.4,36.7,249.0,18.86,5.29,Ahmedabad
2023-12-08,0.0,23.7,12.3,17.5,24.0,11.5,17.7,2023-12-08 01:25:00,2023-12-08 11:54:00,37746.4,32963.13,0.0,0.0,0.0,0.0,8.7,17.3,290.0,13.01,2.35,Agra
2020-11-02,1.0,32.1,23.7,27.8,37.4,28.0,31.9,2020-11-02 01:09:00,2020-11-02 12:34:00,41088.38,36258.0,0.0,0.0,0.0,0.0,10.7,22.3,9.0,18.52,4.2,Mumbai
2016-11-08,1.0,28.1,19.9,23.7,32.2,22.6,27.1,2016-11-08 00:06:00,2016-11-08 11:06:00,39577.01,35490.72,0.0,0.0,0.0,0.0,7.7,23.0,79.0,12.4,2.48,Guwahati
2021-01-14,1.0,29.9,18.2,23.6,31.3,18.4,24.4,2021-01-14 01:39:00,2021-01-14 12:47:00,40069.11,36352.28,0.0,0.0,0.0,0.0,10.7,22.3,254.0,17.83,4.04,Pune
2018-11-21,0.0,28.4,14.0,19.9,27.6,12.9,19.4,2018-11-21 01:00:00,2018-11-21 11:43:00,38608.9,33318.42,0.0,0.0,0.0,0.0,11.3,23.0,298.0,13.68,3.2,Lucknow
2022-03-28,2.0,39.0,22.4,30.4,38.9,23.0,30.8,2022-03-28 01:02:00,2022-03-28 13:17:00,44117.69,35707.65,0.0,0.0,0.0,0.0,15.1,35.3,326.0,21.02,5.97,Pune
2017-11-13,51.0,26.1,17.2,21.4,27.6,18.3,22.2,2017-11-13 00:47:00,2017-11-13 12:20:00,41563.72,34416.58,0.6,0.6,0.0,4.0,15.0,31.3,11.0,16.25,3.57,Bengaluru
2020-02-23,61.0,23.3,12.8,17.5,24.8,12.7,18.0,2020-02-23 01:22:00,2020-02-23 12:46:00,41038.97,35171.59,2.6,2.6,0.0,2.0,17.8,36.4,358.0,15.54,2.77,Delhi
2017-04-07,51.0,32.0,22.7,27.6,36.6,24.1,28.7,2017-04-07 00:42:00,2017-04-07 13:01:00,44391.53,41895.62,0.3,0.3,0.0,2.0,13.3,30.6,215.0,22.44,5.8,Bengaluru
2023-09-02,65.0,31.6,23.3,26.8,35.0,26.2,30.7,2023-09-02 00:32:00,2023-09-02 12:59:00,44816.2,28515.36,28.1,28.1,0.0,15.0,15.2,27.7,286.0,17.15,3.91,Hyderabad
2020-04-30,63.0,31.8,22.5,28.0,35.7,24.9,31.4,2020-04-29 23:43:00,2020-04-30 12:50:00,47205.84,41681.32,4.2,4.2,0.0,2.0,22.8,41.8,83.0,22.35,5.16,Patna
2023-02-10,1.0,33.7,18.9,25.5,33.3,17.2,24.1,2023-02-10 01:34:00,2023-02-10 13:02:00,41274.82,38445.14,0.0,0.0,0.0,0.0,8.5,19.8,290.0,21.56,4.91,Pune
2020-05-13,1.0,38.1,23.3,30.3,39.8,24.5,32.2,2020-05-13 00:29:00,2020-05-13 13:32:00,47022.96,43200.0,0.0,0.0,0.0,0.0,18.9,44.6,279.0,23.21,6.41,Nashik
2017-05-18,1.0,41.0,26.1,33.8,42.2,29.5,34.9,2017-05-18 00:27:00,2017-05-18 13:44:00,47855.51,43408.35,0.0,0.0,0.0,0.0,22.6,43.9,259.0,25.5,8.67,Ahmedabad
2018-11-05,0.0,25.6,15.1,20.2,25.0,14.4,19.6,2018-11-05 01:06:00,2018-11-05 12:03:00,39443.05,34662.32,0.0,0.0,0.0,0.0,12.3,27.7,293.0,15.37,3.48,Delhi
2019-09-30,53.0,26.5,21.6,23.5,29.0,24.0,25.9,2019-09-30 00:55:00,2019-09-30 12:54:00,43135.66,37952.68,1.7,1.7,0.0,5.0,21.4,43.9,230.0,16.15,3.09,Nashik
2020-10-26,51.0,27.7,20.7,23.9,30.8,23.9,27.2,2020-10-26 01:02:00,2020-10-26 12:34:00,41558.18,37048.47,1.1,1.1,0.0,6.0,10.6,26.3,78.0,16.52,3.27,Pune
2020-02-15,1.0,30.7,15.0,23.2,30.2,12.9,22.1,2020-02-15 01:42:00,2020-02-15 13:05:00,40998.0,38288.66,0.0,0.0,0.0,0.0,11.6,20.2,14.0,18.66,4.63,Ahmedabad
