date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,city,Index Value,Air Quality,Prominent Pollutant
2022-07-13,65.0,28.7,24.6,27.0,30.3,26.9,28.7,2022-07-12 23:59:00,2022-07-13 13:06:00,47167.71,29669.17,12.2,12.2,0.0,4.0,32.0,65.2,236.0,15.52,4.14,Visakhapatnam,68,Satisfactory,PM10
2017-02-24,0.0,34.8,19.5,27.1,35.1,18.7,26.1,2017-02-24 01:07:00,2017-02-24 12:51:00,42219.51,39648.74,0.0,0.0,0.0,0.0,11.3,27.4,42.0,23.94,6.35,Hyderabad,196,Moderate,"PM10, PM2.5"
2016-01-19,0.0,27.1,17.5,22.4,27.7,18.0,22.2,2016-01-19 01:44:00,2016-01-19 12:53:00,40106.58,37362.23,0.0,0.0,0.0,0.0,13.0,22.7,8.0,19.28,4.61,Mumbai,130,Moderate,PM2.5
2021-08-05,61.0,31.4,25.4,28.1,39.6,30.8,34.7,2021-08-04 23:39:00,2021-08-05 12:45:00,47128.74,23822.91,6.7,6.7,0.0,19.0,11.1,23.0,243.0,14.72,3.15,Howrah,65,Satisfactory,"CO, PM10, PM2.5"
2019-11-29,53.0,28.8,24.8,26.8,32.4,27.9,30.4,2019-11-29 00:44:00,2019-11-29 12:09:00,41119.64,34215.76,3.9,3.9,0.0,17.0,23.1,46.1,49.0,13.53,3.13,Chennai,45,Good,"OZONE, PM10, PM2.5"
2018-05-21,1.0,37.4,27.9,32.5,42.4,32.1,36.2,2018-05-20 23:31:00,2018-05-21 13:00:00,48569.46,42272.73,0.0,0.0,0.0,0.0,20.2,38.2,88.0,21.79,6.57,Patna,225,Poor,PM2.5
2018-10-10,1.0,33.7,23.5,28.2,35.7,26.1,30.3,2018-10-10 00:33:00,2018-10-10 12:13:00,42010.09,38244.91,0.0,0.0,0.0,0.0,18.8,37.8,91.0,18.03,5.04,Lucknow,228,Poor,PM2.5
2023-12-20,1.0,20.5,8.0,13.7,18.5,5.8,12.1,2023-12-20 01:38:00,2023-12-20 11:58:00,37158.07,32118.11,0.0,0.0,0.0,0.0,11.8,24.5,292.0,11.55,2.13,Delhi,285,Poor,PM2.5
2020-10-14,51.0,24.8,18.3,21.4,24.2,18.7,20.9,2020-10-14 00:39:00,2020-10-14 12:31:00,42675.83,37900.73,0.5,0.5,0.0,5.0,31.1,56.2,242.0,17.04,3.52,Bengaluru,43,Good,"PM10, PM2.5"
2023-07-14,53.0,32.0,24.0,27.4,35.6,25.9,30.1,2023-07-14 00:19:00,2023-07-14 13:24:00,47072.14,39141.15,1.3,1.3,0.0,5.0,18.0,35.3,266.0,19.31,4.86,Hyderabad,58,Satisfactory,PM10
2015-12-07,3.0,25.0,16.3,20.2,25.9,16.2,20.6,2015-12-07 00:59:00,2015-12-07 12:22:00,41006.8,33162.25,0.0,0.0,0.0,0.0,15.6,32.8,61.0,16.42,3.3,Bengaluru,68,Satisfactory,PM2.5
2023-12-11,0.0,22.4,9.2,15.4,21.1,8.0,14.2,2023-12-11 01:33:00,2023-12-11 11:55:00,37296.86,32975.91,0.0,0.0,0.0,0.0,11.4,17.3,35.0,12.27,2.29,Delhi,317,Very Poor,PM2.5
2018-09-30,51.0,33.2,25.2,29.2,39.6,30.8,35.2,2018-09-29 23:57:00,2018-09-30 11:55:00,43056.33,39616.45,0.2,0.2,0.0,1.0,9.0,20.5,255.0,19.32,4.28,Howrah,132,Moderate,"PM10, PM2.5"
2018-09-16,51.0,31.0,23.2,27.0,35.4,26.2,30.4,2018-09-16 00:34:00,2018-09-16 12:47:00,44000.03,39491.67,0.6,0.6,0.0,4.0,12.0,30.2,328.0,20.36,4.61,Hyderabad,98,Satisfactory,"PM10, PM2.5"
2021-09-26,51.0,28.2,25.4,26.7,34.1,31.1,32.0,2021-09-26 00:58:00,2021-09-26 13:01:00,43385.73,34925.84,2.8,2.8,0.0,13.0,14.1,28.4,291.0,18.19,3.58,Mumbai,64,Satisfactory,"CO, O3, PM10"
