city_name,datetime,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
Vasai-Virar,1986-04-24,2.0,33.3,25.9,29.2,38.9,32.0,34.8,1986-04-24 00:45:00,1986-04-24 13:29:00,45843.96,41274.53,0.0,0.0,0.0,0.0,15.8,34.6,227.0,25.12,5.6
Delhi,2003-05-06,1.0,37.7,21.0,29.8,37.2,18.4,27.3,2003-05-06 00:06:00,2003-05-06 13:28:00,48135.11,44517.3,0.0,0.0,0.0,0.0,10.7,23.4,26.0,28.21,7.68
Aurangābād,1999-01-19,0.0,28.0,14.2,20.9,27.8,12.5,19.6,1999-01-19 01:36:00,1999-01-19 12:42:00,39961.64,36751.76,0.0,0.0,0.0,0.0,9.7,24.8,121.0,19.58,4.21
Alīgarh,1996-05-17,1.0,37.2,23.7,30.8,37.5,23.9,30.9,1996-05-16 23:57:00,1996-05-17 13:31:00,48858.47,44879.56,0.0,0.0,0.0,0.0,19.7,37.1,313.0,27.59,8.12
Vārānasi,1981-06-08,0.0,38.5,27.4,33.6,43.1,30.9,36.8,1981-06-07 23:36:00,1981-06-08 13:17:00,49219.16,46298.69,0.0,0.0,0.0,0.0,15.1,28.8,78.0,25.18,7.28
Vārānasi,2021-10-17,63.0,32.2,25.4,28.0,38.2,29.9,32.7,2021-10-17 00:27:00,2021-10-17 11:59:00,41486.02,33751.57,6.5,6.5,0.0,8.0,19.6,37.8,82.0,16.07,3.68
Ghāziābād,2000-05-02,0.0,42.1,23.4,32.9,40.3,22.0,31.0,2000-05-02 00:08:00,2000-05-02 13:26:00,47872.94,44378.77,0.0,0.0,0.0,0.0,16.7,35.3,302.0,28.45,8.85
Ludhiāna,1984-11-25,0.0,22.5,8.8,15.2,20.6,7.3,13.6,1984-11-25 01:31:00,1984-11-25 11:55:00,37396.36,34173.06,0.0,0.0,0.0,0.0,9.2,22.7,307.0,14.34,2.71
Haldwāni,2014-11-29,0.0,26.7,11.3,18.7,25.3,10.6,17.9,2014-11-29 01:16:00,2014-11-29 11:43:00,37599.74,33599.29,0.0,0.0,0.0,0.0,13.2,31.7,308.0,14.58,3.13
Vasai-Virar,1980-04-18,0.0,33.9,24.8,28.6,38.1,30.7,33.3,1980-04-18 00:49:00,1980-04-18 13:27:00,45507.54,42548.98,0.0,0.0,0.0,0.0,18.3,36.4,268.0,26.2,5.89
Hāora,1982-03-31,1.0,35.9,23.7,29.5,36.0,27.7,31.5,1982-03-31 00:00:00,1982-03-31 12:21:00,44464.75,39606.79,0.0,0.0,0.0,0.0,18.2,37.8,241.0,25.03,6.8
Najafgarh,2024-10-13,2.0,32.0,19.2,25.8,33.4,21.1,27.3,2024-10-13 00:51:00,2024-10-13 12:24:00,41533.99,37132.05,0.0,0.0,0.0,0.0,10.4,17.3,20.0,17.94,4.2
Jaipur,1985-06-28,0.0,38.1,28.8,33.3,40.6,29.9,34.6,1985-06-28 00:05:00,1985-06-28 13:54:00,49748.11,43426.25,0.0,0.0,0.0,0.0,21.5,41.8,259.0,26.53,8.64
Meerut,2003-07-24,61.0,32.7,26.0,29.7,40.1,32.3,36.7,2003-07-24 00:05:00,2003-07-24 13:46:00,49253.62,39644.9,3.9,3.9,0.0,7.0,6.6,30.6,94.0,20.81,4.49
Prayagraj,2006-01-10,0.0,21.4,5.7,13.5,19.3,3.5,11.3,2006-01-10 01:20:00,2006-01-10 11:59:00,38389.3,34924.64,0.0,0.0,0.0,0.0,10.6,21.2,276.0,16.8,3.04
Kanpur,2023-11-24,0.0,25.9,12.4,18.8,26.8,11.8,19.1,2023-11-24 01:04:00,2023-11-24 11:46:00,38523.84,33096.36,0.0,0.0,0.0,0.0,9.5,14.0,330.0,13.97,2.72
Chennai,1983-06-05,2.0,36.4,28.1,31.9,41.5,31.6,36.1,1983-06-05 00:11:00,1983-06-05 13:03:00,46304.82,39996.25,0.0,0.0,0.0,0.0,22.0,34.6,220.0,20.84,5.94
Bilāspur,1993-11-12,1.0,27.9,14.1,21.7,29.3,13.9,21.9,1993-11-12 00:41:00,1993-11-12 11:49:00,40067.27,36889.23,0.0,0.0,0.0,0.0,7.9,16.9,322.0,18.87,3.82
Patna,1995-08-05,61.0,29.2,25.5,27.0,35.2,30.6,32.9,1995-08-04 23:47:00,1995-08-05 13:03:00,47720.48,10050.06,6.2,6.2,0.0,13.0,11.1,19.1,162.0,6.61,1.53
Dhanbād,1995-03-01,1.0,30.1,14.8,22.6,29.2,14.8,21.5,1995-03-01 00:36:00,1995-03-01 12:16:00,42013.69,39290.8,0.0,0.0,0.0,0.0,14.8,31.3,309.0,22.05,5.46
Bhopāl,1987-05-16,0.0,38.1,24.8,32.1,39.4,25.0,31.8,1987-05-16 00:08:00,1987-05-16 13:24:00,47755.43,44030.56,0.0,0.0,0.0,0.0,10.3,21.2,246.0,27.32,7.44
Rānchi,1987-11-26,0.0,22.5,10.3,16.4,21.7,8.4,14.8,1987-11-26 00:39:00,1987-11-26 11:31:00,39117.46,35809.12,0.0,0.0,0.0,0.0,12.3,24.1,324.0,18.01,3.63
Indore,2013-01-10,0.0,26.3,10.0,18.1,24.0,7.3,15.4,2013-01-10 01:38:00,2013-01-10 12:29:00,39020.17,35830.12,0.0,0.0,0.0,0.0,9.4,22.0,52.0,17.9,4.17
Supaul,2001-03-16,0.0,34.0,20.2,26.6,30.7,17.0,23.7,2001-03-16 00:21:00,2001-03-16 12:22:00,43264.89,39813.77,0.0,0.0,0.0,0.0,24.5,46.8,270.0,24.25,8.12
Mirzāpur,1996-03-12,0.0,36.4,20.4,28.8,35.3,20.4,28.2,1996-03-12 00:41:00,1996-03-12 12:37:00,42946.49,39481.91,0.0,0.0,0.0,0.0,21.5,41.0,274.0,23.05,7.09
Hāora,2005-10-21,63.0,25.0,23.6,24.3,28.8,27.2,28.0,2005-10-21 00:05:00,2005-10-21 11:36:00,41451.97,0.0,37.7,37.7,0.0,24.0,23.0,40.3,159.0,2.51,0.65
Bangalore,2022-07-18,61.0,26.7,18.8,21.8,28.3,20.1,23.4,2022-07-18 00:32:00,2022-07-18 13:19:00,46071.55,13079.52,5.0,5.0,0.0,10.0,22.1,41.0,266.0,13.76,2.83
Chennai,1986-09-12,53.0,34.5,26.9,29.8,41.0,30.9,34.2,1986-09-12 00:28:00,1986-09-12 12:42:00,44081.85,39677.69,1.1,1.1,0.0,2.0,23.4,31.3,184.0,21.76,5.45
Ahmedabad,2022-07-17,53.0,32.4,26.3,28.9,37.6,30.6,33.4,2022-07-17 00:33:00,2022-07-17 13:57:00,48211.71,41136.05,1.6,1.6,0.0,9.0,18.7,36.4,197.0,21.9,5.07
Nāgpur,1993-10-08,2.0,30.1,23.4,26.0,35.1,26.2,30.1,1993-10-08 00:36:00,1993-10-08 12:25:00,42516.98,33202.46,0.0,0.0,0.0,0.0,11.0,31.7,55.0,15.03,3.28
Mumbai,2021-01-29,0.0,28.3,16.8,22.7,30.4,17.2,23.2,2021-01-29 01:43:00,2021-01-29 12:59:00,40585.18,37886.18,0.0,0.0,0.0,0.0,17.9,33.5,338.0,19.56,4.39
Vārānasi,2015-12-18,0.0,21.6,9.0,15.3,19.7,7.7,13.8,2015-12-18 01:07:00,2015-12-18 11:41:00,38023.32,34386.33,0.0,0.0,0.0,0.0,11.8,25.9,269.0,15.49,2.89
Najafgarh,2008-10-15,53.0,32.5,21.6,26.4,35.3,24.5,29.0,2008-10-15 00:53:00,2008-10-15 12:22:00,41349.36,36203.71,1.4,1.4,0.0,3.0,14.8,31.7,122.0,17.5,4.07
Vishākhapatnam,2020-06-16,61.0,31.2,26.5,28.9,35.3,30.0,33.0,2020-06-15 23:52:00,2020-06-16 13:03:00,47461.55,11219.1,4.8,4.8,0.0,6.0,24.2,48.2,226.0,13.19,3.62
Sūrat,2019-03-18,0.0,36.4,19.8,27.7,36.0,19.4,26.3,2019-03-18 01:15:00,2019-03-18 13:19:00,43452.81,39732.15,0.0,0.0,0.0,0.0,16.1,34.6,331.0,24.3,6.96
Rānchi,1994-02-17,3.0,25.3,12.5,20.1,25.2,12.4,20.6,1994-02-17 00:49:00,1994-02-17 12:15:00,41127.16,30883.97,0.0,0.0,0.0,0.0,7.4,18.7,224.0,13.67,2.79
Ahmedabad,1997-02-20,0.0,29.3,13.4,21.4,28.2,10.0,18.9,1997-02-20 01:38:00,1997-02-20 13:08:00,41414.47,38727.94,0.0,0.0,0.0,0.0,16.0,31.7,43.0,21.9,5.64
Rānchi,2007-10-21,0.0,27.7,15.5,21.4,29.6,15.3,21.9,2007-10-21 00:18:00,2007-10-21 11:48:00,41402.96,37317.45,0.0,0.0,0.0,0.0,8.7,17.3,315.0,20.88,4.26
Aurangābād,1998-01-29,1.0,28.4,13.7,21.7,29.4,12.9,21.3,1998-01-29 01:34:00,1998-01-29 12:48:00,40432.05,37562.05,0.0,0.0,0.0,0.0,11.2,22.3,37.0,20.3,4.38
Sūrat,2016-03-21,0.0,33.5,22.1,27.4,35.8,23.6,29.3,2016-03-21 01:11:00,2016-03-21 13:20:00,43723.38,40521.91,0.0,0.0,0.0,0.0,12.6,20.2,281.0,25.28,6.03
Patna,1982-01-26,1.0,27.0,15.6,20.7,27.7,16.0,20.9,1982-01-26 01:05:00,1982-01-26 11:58:00,39187.71,35972.45,0.0,0.0,0.0,0.0,16.0,24.8,344.0,16.42,3.41
Rānchi,2011-03-07,0.0,31.2,18.6,24.4,27.1,15.2,20.4,2011-03-07 00:35:00,2011-03-07 12:23:00,42531.28,39600.0,0.0,0.0,0.0,0.0,22.6,47.5,304.0,24.01,7.88
Mirzāpur,1983-05-09,51.0,39.4,26.5,32.4,43.0,28.5,34.7,1983-05-08 23:49:00,1983-05-09 13:03:00,47694.06,38855.54,0.8,0.8,0.0,5.0,15.8,31.7,80.0,25.45,7.37
Rājkot,2014-04-17,2.0,37.9,22.9,29.3,39.9,26.0,31.3,2014-04-17 00:55:00,2014-04-17 13:37:00,45743.2,41171.81,0.0,0.0,0.0,0.0,17.1,32.8,244.0,26.18,7.04
Haldwāni,2012-03-03,0.0,27.6,8.7,19.4,24.3,6.0,16.4,2012-03-03 01:04:00,2012-03-03 12:42:00,41890.56,38486.16,0.0,0.0,0.0,0.0,21.6,51.5,289.0,21.84,5.55
Bhopāl,1985-12-07,1.0,27.2,11.3,19.2,26.6,9.0,17.3,1985-12-07 01:18:00,1985-12-07 12:04:00,38732.2,35301.77,0.0,0.0,0.0,0.0,10.4,21.6,117.0,17.12,3.83
Patna,2012-10-31,1.0,29.4,16.1,22.5,31.2,16.6,23.8,2012-10-31 00:27:00,2012-10-31 11:39:00,40284.13,36068.57,0.0,0.0,0.0,0.0,7.4,18.4,259.0,18.55,3.78
Vasai-Virar,1989-12-13,1.0,31.2,20.7,25.7,32.1,21.1,26.2,1989-12-13 01:33:00,1989-12-13 12:32:00,39515.41,36000.0,0.0,0.0,0.0,0.0,12.9,27.0,62.0,17.75,4.4
Mirzāpur,1982-07-11,63.0,35.9,27.9,31.9,42.5,34.2,37.6,1982-07-10 23:47:00,1982-07-11 13:23:00,48960.94,37251.47,7.1,7.1,0.0,6.0,13.5,25.6,111.0,20.04,5.17
Srīnagar,1982-12-11,3.0,4.8,-3.8,1.4,1.2,-8.4,-2.6,1982-12-11 01:55:00,1982-12-11 11:51:00,35746.52,29446.88,0.0,0.0,0.0,0.0,5.8,19.1,276.0,11.32,1.47
Patna,1995-02-03,51.0,24.4,8.3,17.4,23.3,6.5,15.9,1995-02-03 01:02:00,1995-02-03 12:04:00,39728.36,36893.89,0.1,0.1,0.0,1.0,9.8,20.2,289.0,18.78,3.74
Chandīgarh,1988-05-17,61.0,40.7,25.5,33.0,42.3,25.7,33.0,1988-05-16 23:56:00,1988-05-17 13:41:00,49528.96,43508.94,2.1,2.1,0.0,4.0,21.0,40.0,110.0,25.84,8.19
Ahmedabad,1987-06-29,63.0,35.2,29.0,31.0,41.7,34.3,36.3,1987-06-29 00:26:00,1987-06-29 13:58:00,48727.82,32400.0,9.5,9.5,0.0,3.0,16.3,33.1,216.0,18.28,4.88
Gwalior,2010-06-07,1.0,39.4,27.8,34.2,40.1,27.4,35.2,2010-06-06 23:54:00,2010-06-07 13:37:00,49410.98,44628.53,0.0,0.0,0.0,0.0,25.3,47.5,234.0,21.27,7.83
Alīgarh,2016-02-05,0.0,22.5,7.1,14.6,20.9,5.1,12.8,2016-02-05 01:32:00,2016-02-05 12:30:00,39484.82,36000.0,0.0,0.0,0.0,0.0,8.8,21.2,280.0,18.24,3.37
Bilāspur,1983-10-20,0.0,28.0,16.1,22.0,29.5,16.4,22.8,1983-10-20 00:29:00,1983-10-20 12:03:00,41623.32,38477.76,0.0,0.0,0.0,0.0,10.1,23.0,359.0,21.5,4.33
Mumbai,2004-12-24,0.0,30.5,19.7,25.0,31.6,20.4,25.5,2004-12-24 01:38:00,2004-12-24 12:37:00,39531.3,36018.39,0.0,0.0,0.0,0.0,14.3,23.4,4.0,17.74,4.76
Haldwāni,1987-07-05,63.0,35.1,25.3,30.1,40.3,30.8,35.2,1987-07-04 23:47:00,1987-07-05 13:45:00,50240.98,45890.92,14.6,14.6,0.0,10.0,11.1,32.8,86.0,19.67,4.77
Najafgarh,1985-04-19,1.0,39.9,23.3,31.7,39.7,19.9,29.2,1985-04-19 00:22:00,1985-04-19 13:19:00,46655.65,43009.88,0.0,0.0,0.0,0.0,14.6,31.3,272.0,27.13,8.7
Najafgarh,2013-03-23,53.0,32.4,17.4,25.7,32.6,17.9,25.2,2013-03-23 00:52:00,2013-03-23 13:04:00,43970.84,41209.58,1.7,1.7,0.0,4.0,15.4,30.6,120.0,23.0,6.24
Chennai,2018-02-21,3.0,28.8,20.0,24.5,32.2,23.1,27.5,2018-02-21 00:59:00,2018-02-21 12:46:00,42432.59,39355.83,0.0,0.0,0.0,0.0,13.1,32.4,67.0,23.51,4.74
Bangalore,1984-12-10,0.0,26.8,13.0,19.7,26.9,12.5,19.3,1984-12-10 01:01:00,1984-12-10 12:23:00,40961.41,38189.11,0.0,0.0,0.0,0.0,11.2,34.2,61.0,21.29,4.4
Pune,1986-12-24,0.0,30.2,18.4,23.2,30.0,18.3,23.2,1986-12-24 01:33:00,1986-12-24 12:34:00,39660.28,36084.34,0.0,0.0,0.0,0.0,12.3,30.2,255.0,17.79,4.01
Rānchi,1985-11-19,1.0,23.9,13.1,18.2,24.1,11.3,17.3,1985-11-19 00:35:00,1985-11-19 11:32:00,39441.57,36000.0,0.0,0.0,0.0,0.0,14.0,28.8,328.0,16.6,3.52
Delhi,2011-02-26,53.0,20.9,11.0,15.9,22.0,9.9,15.3,2011-02-26 01:19:00,2011-02-26 12:48:00,41359.54,37044.13,0.8,0.8,0.0,2.0,10.2,29.2,23.0,17.0,3.0
Srīnagar,2017-02-22,73.0,1.4,-4.3,-1.0,-0.5,-7.4,-4.1,2017-02-22 01:37:00,2017-02-22 12:50:00,40394.87,37392.79,2.7,0.6,1.47,5.0,4.7,12.6,136.0,16.59,1.61
Vishākhapatnam,2017-12-03,1.0,27.5,18.8,22.9,28.0,19.1,23.5,2017-12-03 00:42:00,2017-12-03 11:51:00,40078.84,36944.83,0.0,0.0,0.0,0.0,18.4,37.1,50.0,18.37,4.18
Lucknow,2008-08-27,63.0,32.3,25.8,28.0,38.6,31.9,34.3,2008-08-27 00:13:00,2008-08-27 13:01:00,46072.29,26274.15,10.9,10.9,0.0,14.0,11.9,25.9,241.0,13.52,2.9
Ghāziābād,1981-09-17,61.0,32.6,24.9,27.9,37.4,28.0,31.7,1981-09-17 00:36:00,1981-09-17 12:53:00,44232.16,39600.0,4.6,4.6,0.0,3.0,20.0,33.5,94.0,19.19,4.39
Kolkāta,1992-09-18,2.0,31.4,24.2,27.9,37.5,29.1,33.4,1992-09-17 23:53:00,1992-09-18 12:07:00,43967.44,38430.08,0.0,0.0,0.0,0.0,7.1,20.2,284.0,19.12,4.03
Nāgpur,2000-11-27,1.0,30.3,17.6,23.4,30.5,16.7,22.8,2000-11-27 01:01:00,2000-11-27 12:00:00,39520.85,36730.89,0.0,0.0,0.0,0.0,9.6,22.7,109.0,17.84,4.27
Alīgarh,1987-04-09,0.0,35.3,20.4,28.1,35.8,18.8,26.8,1987-04-09 00:30:00,1987-04-09 13:09:00,45571.37,42390.52,0.0,0.0,0.0,0.0,14.0,30.6,318.0,25.69,7.27
Bangalore,2014-03-15,1.0,32.4,16.0,24.3,30.0,14.8,21.9,2014-03-15 00:57:00,2014-03-15 13:00:00,43382.82,40901.19,0.0,0.0,0.0,0.0,17.3,38.2,90.0,27.37,7.46
Kalyān,2001-08-06,63.0,26.5,23.5,24.5,30.4,28.0,29.2,2001-08-06 00:45:00,2001-08-06 13:40:00,46511.18,1167.97,24.4,24.4,0.0,24.0,12.1,28.1,228.0,5.74,1.24
Jamshedpur,1990-11-13,1.0,29.2,20.3,24.6,31.9,22.4,27.6,1990-11-13 00:27:00,1990-11-13 11:32:00,39899.88,36000.0,0.0,0.0,0.0,0.0,11.0,28.1,26.0,14.78,3.11
Hāora,1981-07-25,61.0,32.3,25.6,28.8,38.6,31.4,34.4,1981-07-24 23:35:00,1981-07-25 12:51:00,47760.86,43200.0,2.3,2.3,0.0,4.0,14.8,29.9,182.0,19.06,4.2
Vasai-Virar,2007-02-23,0.0,33.4,20.7,26.7,35.2,23.2,29.2,2007-02-23 01:32:00,2007-02-23 13:11:00,41949.88,39012.49,0.0,0.0,0.0,0.0,13.4,25.2,230.0,22.55,5.14
Vishākhapatnam,1997-02-24,1.0,29.5,20.7,25.2,33.0,23.9,28.2,1997-02-24 00:49:00,1997-02-24 12:31:00,42182.2,38969.48,0.0,0.0,0.0,0.0,18.1,33.8,208.0,20.95,4.49
Farīdābād,1996-06-07,1.0,37.6,27.4,32.8,41.9,30.8,36.4,1996-06-06 23:52:00,1996-06-07 13:46:00,50024.61,44947.3,0.0,0.0,0.0,0.0,14.0,33.1,140.0,24.49,6.49
Meerut,1981-10-05,0.0,31.4,18.1,24.5,30.7,17.8,24.0,1981-10-05 00:44:00,1981-10-05 12:30:00,42378.16,39169.21,0.0,0.0,0.0,0.0,15.9,32.8,303.0,21.29,5.56
Rājkot,2009-03-30,1.0,37.5,22.6,30.2,39.2,25.5,31.0,2009-03-30 01:11:00,2009-03-30 13:31:00,44410.94,40280.62,0.0,0.0,0.0,0.0,12.0,25.6,333.0,25.28,6.88
