city_name,datetime,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
Dhanbād,1982-05-20,1.0,39.3,23.5,32.1,40.8,23.5,32.2,1982-05-19 23:30:00,1982-05-20 12:51:00,48094.77,43701.8,0.0,0.0,0.0,0.0,8.3,22.3,300.0,27.16,6.66
Madurai,2023-11-17,2.0,31.6,23.8,27.4,35.3,28.6,31.2,2023-11-17 00:42:00,2023-11-17 12:22:00,41971.17,39355.12,0.0,0.0,0.0,0.0,15.6,33.5,53.0,20.22,4.63
Thāne,2022-04-16,3.0,36.0,23.3,28.3,40.5,28.6,32.8,2022-04-16 00:50:00,2022-04-16 13:25:00,45359.27,40563.95,0.0,0.0,0.0,0.0,18.6,39.2,260.0,25.67,6.03
Kolkāta,2018-09-27,61.0,31.5,26.1,28.4,38.9,32.9,35.0,2018-09-26 23:56:00,2018-09-27 11:58:00,43291.12,38234.43,2.6,2.6,0.0,7.0,11.8,25.6,196.0,16.38,3.4
Sūrat,2010-06-18,3.0,32.9,28.0,30.4,37.9,33.2,35.8,2010-06-18 00:27:00,2010-06-18 13:52:00,48312.7,39669.56,0.0,0.0,0.0,0.0,18.3,26.6,266.0,14.82,3.91
Prayagraj,2019-10-15,1.0,30.3,22.3,26.1,34.6,26.0,30.0,2019-10-15 00:31:00,2019-10-15 12:06:00,41692.51,38194.9,0.0,0.0,0.0,0.0,8.0,15.8,79.0,17.09,3.58
Hāora,2000-12-19,1.0,26.6,12.8,20.0,26.3,12.3,19.9,2000-12-19 00:41:00,2000-12-19 11:26:00,38694.0,35666.11,0.0,0.0,0.0,0.0,10.0,23.0,325.0,16.31,3.37
Kanpur,1981-08-27,1.0,33.1,25.6,29.0,37.2,28.5,32.3,1981-08-27 00:16:00,1981-08-27 13:04:00,46075.19,41508.67,0.0,0.0,0.0,0.0,17.8,36.4,267.0,22.97,5.73
Vārānasi,2012-03-27,1.0,38.3,18.4,29.4,37.6,18.1,28.5,2012-03-27 00:24:00,2012-03-27 12:42:00,44296.17,39628.45,0.0,0.0,0.0,0.0,11.9,26.3,289.0,25.21,6.91
Jabalpur,2015-02-09,53.0,23.9,14.7,19.1,25.1,14.8,19.5,2015-02-09 01:16:00,2015-02-09 12:32:00,40561.57,36212.97,2.0,2.0,0.0,7.0,8.4,29.2,59.0,15.6,2.92
Haldwāni,2014-02-20,0.0,21.4,6.7,14.4,22.2,5.0,14.2,2014-02-20 01:16:00,2014-02-20 12:34:00,40714.23,36771.05,0.0,0.0,0.0,0.0,8.4,22.3,288.0,19.66,3.28
Vijayavāda,2008-12-21,3.0,29.8,19.5,24.2,33.6,22.8,27.3,2008-12-21 01:01:00,2008-12-21 12:09:00,40119.58,35560.07,0.0,0.0,0.0,0.0,10.0,19.1,144.0,18.09,3.68
Nāsik,2013-08-22,51.0,25.2,21.4,22.7,26.4,22.8,24.1,2013-08-22 00:46:00,2013-08-22 13:28:00,45699.31,20754.17,0.7,0.7,0.0,5.0,22.1,49.3,267.0,11.86,2.54
Vasai-Virar,2013-08-30,51.0,27.8,24.7,26.1,34.0,29.2,31.2,2013-08-30 00:53:00,2013-08-30 13:25:00,45132.18,39500.3,0.3,0.3,0.0,2.0,13.2,30.2,229.0,16.52,3.16
Amritsar,1996-05-17,53.0,35.3,21.3,28.6,36.4,22.2,30.1,1996-05-17 00:02:00,1996-05-17 13:51:00,49754.07,44358.05,2.0,2.0,0.0,7.0,9.5,25.9,306.0,26.26,6.3
Ahmedabad,1991-12-22,0.0,27.8,14.9,21.1,27.5,14.3,20.4,1991-12-22 01:46:00,1991-12-22 12:29:00,38588.42,35370.48,0.0,0.0,0.0,0.0,11.0,22.7,329.0,15.85,3.75
Vadodara,2013-05-05,0.0,39.3,25.8,32.2,39.5,29.7,33.9,2013-05-05 00:32:00,2013-05-05 13:35:00,46982.94,43200.0,0.0,0.0,0.0,0.0,16.6,34.6,222.0,27.6,8.03
Vārānasi,2018-07-03,55.0,33.8,28.1,30.7,38.3,31.4,35.1,2018-07-02 23:41:00,2018-07-03 13:22:00,49241.0,32007.0,2.7,2.7,0.0,6.0,22.7,46.8,243.0,18.78,5.3
Vārānasi,1985-11-24,0.0,26.6,13.1,19.2,25.9,12.4,18.5,1985-11-24 00:51:00,1985-11-24 11:37:00,38759.5,35212.73,0.0,0.0,0.0,0.0,10.4,22.7,270.0,16.69,3.55
Meerut,2018-09-18,0.0,32.2,21.2,26.3,35.9,23.9,29.6,2018-09-18 00:35:00,2018-09-18 12:51:00,44128.19,40096.05,0.0,0.0,0.0,0.0,16.0,30.6,300.0,22.29,4.91
Srīnagar,1988-12-24,51.0,4.1,-1.8,0.4,1.0,-5.6,-3.0,1988-12-24 02:03:00,1988-12-24 11:56:00,35580.76,30180.71,0.2,0.2,0.0,1.0,4.3,15.5,266.0,9.83,1.11
Madurai,2023-09-23,53.0,33.4,23.9,28.0,40.2,28.2,32.9,2023-09-23 00:36:00,2023-09-23 12:43:00,43599.43,37002.2,1.3,1.3,0.0,4.0,17.4,34.9,272.0,21.7,4.77
Vishākhapatnam,2020-06-26,51.0,31.8,26.5,28.9,37.7,32.5,34.5,2020-06-25 23:54:00,2020-06-26 13:05:00,47454.42,40644.29,1.4,1.4,0.0,7.0,18.2,39.2,203.0,22.7,4.83
Lucknow,2011-12-26,0.0,20.5,6.0,13.6,19.7,3.9,12.2,2011-12-26 01:22:00,2011-12-26 11:50:00,37644.09,34129.59,0.0,0.0,0.0,0.0,8.8,13.7,296.0,15.37,2.52
Mirzāpur,2018-09-30,0.0,34.6,23.7,28.6,36.6,25.2,30.3,2018-09-30 00:21:00,2018-09-30 12:18:00,42991.6,39361.18,0.0,0.0,0.0,0.0,15.3,29.2,255.0,21.66,5.9
Jaipur,1998-09-11,53.0,33.8,24.9,28.7,38.8,28.4,32.6,1998-09-11 00:40:00,1998-09-11 13:06:00,44757.58,40911.42,1.5,1.5,0.0,3.0,10.9,26.6,124.0,19.15,4.54
Thāne,2019-12-26,1.0,32.0,19.3,25.5,34.7,20.1,26.7,2019-12-26 01:39:00,2019-12-26 12:37:00,39507.09,34930.18,0.0,0.0,0.0,0.0,14.1,28.1,340.0,15.59,4.08
Bilāspur,1996-01-09,51.0,24.7,14.9,20.5,26.7,15.6,22.0,1996-01-09 01:12:00,1996-01-09 12:04:00,39103.27,35557.43,0.2,0.2,0.0,2.0,6.7,18.4,68.0,13.4,2.49
Najafgarh,2017-08-28,61.0,30.0,26.2,27.8,35.4,29.9,31.9,2017-08-28 00:28:00,2017-08-28 13:18:00,46183.87,24729.9,2.2,2.2,0.0,5.0,22.7,45.0,79.0,12.06,3.13
Mirzāpur,1982-06-25,1.0,38.7,29.0,33.5,41.0,31.1,36.0,1982-06-24 23:41:00,1982-06-25 13:23:00,49311.89,45527.88,0.0,0.0,0.0,0.0,19.4,35.3,265.0,24.71,7.88
Chandīgarh,2016-04-14,1.0,37.4,19.2,29.3,34.9,17.1,26.9,2016-04-14 00:25:00,2016-04-14 13:19:00,46466.73,42988.66,0.0,0.0,0.0,0.0,19.1,42.1,327.0,26.76,8.32
Amritsar,2011-04-03,51.0,28.2,12.5,20.4,28.3,10.9,19.0,2011-04-03 00:47:00,2011-04-03 13:20:00,45245.26,42383.71,0.1,0.1,0.0,1.0,14.0,24.1,22.0,22.53,5.09
Hāora,2007-01-01,0.0,25.7,11.2,18.6,24.7,10.3,17.8,2007-01-01 00:46:00,2007-01-01 11:33:00,38790.02,35347.36,0.0,0.0,0.0,0.0,9.9,24.5,313.0,16.7,3.42
Meerut,2000-06-28,51.0,33.6,26.4,30.2,40.6,31.1,35.8,2000-06-27 23:52:00,2000-06-28 13:51:00,50326.16,40369.39,0.1,0.1,0.0,1.0,14.9,37.1,99.0,19.87,4.67
Āgra,2020-05-16,1.0,39.2,26.2,32.5,39.2,25.7,32.0,2020-05-15 23:59:00,2020-05-16 13:29:00,48643.88,39451.37,0.0,0.0,0.0,0.0,17.3,33.8,308.0,21.81,7.43
Pimpri-Chinchwad,1997-05-03,1.0,34.5,19.5,27.0,36.5,19.7,27.7,1997-05-03 00:36:00,1997-05-03 13:27:00,46256.41,43200.0,0.0,0.0,0.0,0.0,16.3,33.8,299.0,27.14,6.57
Jabalpur,2008-10-27,0.0,32.0,15.4,23.7,30.9,15.2,22.5,2008-10-27 00:42:00,2008-10-27 12:05:00,40930.34,38242.94,0.0,0.0,0.0,0.0,11.6,26.6,1.0,20.5,5.22
Vadodara,2015-03-02,1.0,25.9,17.3,21.1,25.6,17.2,21.0,2015-03-02 01:28:00,2015-03-02 13:11:00,42203.59,38966.23,0.0,0.0,0.0,0.0,13.0,30.2,263.0,20.03,4.24
Kalyān,1990-10-05,53.0,29.1,22.7,25.4,34.4,27.2,30.1,1990-10-05 00:58:00,1990-10-05 12:52:00,42830.46,36702.45,1.5,1.5,0.0,7.0,9.8,26.3,227.0,18.6,3.72
Pimpri-Chinchwad,1984-12-09,0.0,30.7,17.1,23.7,31.2,15.4,23.2,1984-12-09 01:26:00,1984-12-09 12:28:00,39748.32,36025.48,0.0,0.0,0.0,0.0,10.9,27.0,37.0,18.44,4.5
Kalyān,1983-09-11,51.0,30.0,24.4,26.5,35.3,29.5,31.5,1983-09-11 00:53:00,1983-09-11 13:14:00,44410.9,35577.48,1.7,1.7,0.0,10.0,13.6,32.0,205.0,18.53,3.78
Srīnagar,1982-12-08,75.0,5.1,1.1,3.4,2.3,-1.8,0.7,1982-12-08 01:53:00,1982-12-08 11:51:00,35859.59,135.0,35.0,19.3,10.99,24.0,6.6,13.0,270.0,5.41,0.74
Kalyān,1984-05-10,3.0,37.5,24.8,30.2,41.2,30.4,34.8,1984-05-10 00:34:00,1984-05-10 13:32:00,46722.1,43200.0,0.0,0.0,0.0,0.0,15.6,36.0,266.0,26.49,6.47
Nāsik,2004-05-06,3.0,38.1,27.1,33.3,38.2,27.5,33.1,2004-05-06 00:32:00,2004-05-06 13:30:00,46657.99,43200.0,0.0,0.0,0.0,0.0,15.4,35.3,96.0,21.14,7.26
Vishākhapatnam,2020-06-25,51.0,31.7,26.5,28.9,37.4,33.1,34.9,2020-06-24 23:54:00,2020-06-25 13:05:00,47461.16,42165.36,1.9,1.9,0.0,10.0,18.5,38.5,185.0,22.98,4.82
Mirzāpur,2019-05-18,1.0,40.2,27.1,34.2,40.6,27.9,33.3,2019-05-17 23:44:00,2019-05-18 13:08:00,48278.93,41169.33,0.0,0.0,0.0,0.0,23.3,42.8,287.0,22.18,8.83
Jabalpur,2014-12-02,1.0,27.6,16.0,21.5,26.4,15.6,20.8,2014-12-02 01:05:00,2014-12-02 11:53:00,38904.55,36046.27,0.0,0.0,0.0,0.0,7.6,20.2,347.0,16.96,3.45
Alīgarh,1983-06-26,61.0,35.2,27.0,30.6,40.6,31.0,35.1,1983-06-25 23:53:00,1983-06-26 13:47:00,50046.13,43519.22,2.7,2.7,0.0,4.0,16.0,34.6,90.0,22.77,5.88
Amritsar,2024-06-08,2.0,39.0,24.4,32.2,39.3,24.3,32.0,2024-06-07 23:54:00,2024-06-08 14:04:00,50980.86,35886.32,0.0,0.0,0.0,0.0,10.8,25.6,296.0,19.49,6.45
Mirzāpur,2016-07-25,63.0,32.9,27.0,29.7,40.8,33.4,36.8,2016-07-24 23:54:00,2016-07-25 13:18:00,48261.28,40195.28,9.1,9.1,0.0,17.0,10.0,26.3,106.0,18.72,4.09
Amritsar,1993-01-24,0.0,17.4,1.9,9.5,14.5,-2.0,6.3,1993-01-24 01:57:00,1993-01-24 12:27:00,37778.24,34586.26,0.0,0.0,0.0,0.0,11.4,22.3,303.0,15.21,2.69
Chandīgarh,2009-10-25,0.0,28.0,12.3,20.2,25.8,10.2,18.1,2009-10-25 01:02:00,2009-10-25 12:11:00,40121.63,37245.46,0.0,0.0,0.0,0.0,14.8,29.9,352.0,18.43,4.59
Farīdābād,1982-11-28,0.0,23.6,9.3,16.0,20.7,6.5,13.5,1982-11-28 01:23:00,1982-11-28 11:54:00,37848.21,34062.62,0.0,0.0,0.0,0.0,12.8,28.4,295.0,15.16,3.44
Kanpur,1986-09-03,0.0,34.2,26.2,29.8,37.3,27.1,32.0,1986-09-03 00:19:00,1986-09-03 12:57:00,45467.36,40670.74,0.0,0.0,0.0,0.0,23.8,44.3,264.0,24.11,6.84
Hāora,2014-08-04,53.0,29.6,25.9,27.6,32.8,29.8,31.0,2014-08-03 23:39:00,2014-08-04 12:46:00,47205.52,26553.37,6.2,6.2,0.0,16.0,26.7,53.6,156.0,11.82,3.09
Lucknow,1997-01-15,51.0,18.5,6.4,12.9,16.2,4.0,10.8,1997-01-15 01:26:00,1997-01-15 12:04:00,38299.17,31145.65,0.1,0.1,0.0,1.0,9.4,18.0,314.0,11.41,2.14
Rānchi,1984-12-05,0.0,23.4,10.8,16.9,22.3,9.0,15.4,1984-12-05 00:46:00,1984-12-05 11:32:00,38744.61,35383.32,0.0,0.0,0.0,0.0,9.1,19.4,337.0,17.15,3.42
Vadodara,2000-11-24,0.0,32.9,16.7,25.0,32.5,15.6,24.0,2000-11-24 01:25:00,2000-11-24 12:22:00,39393.29,35966.58,0.0,0.0,0.0,0.0,10.8,17.3,5.0,17.72,4.71
Meerut,2008-01-14,2.0,21.4,9.0,14.3,16.7,5.1,10.3,2008-01-14 01:43:00,2008-01-14 12:11:00,37695.28,34648.34,0.0,0.0,0.0,0.0,20.8,41.4,300.0,14.67,3.88
Ghāziābād,2007-05-20,0.0,40.9,26.9,34.6,42.2,28.0,35.1,2007-05-19 23:57:00,2007-05-20 13:36:00,49190.19,45432.68,0.0,0.0,0.0,0.0,19.2,35.6,296.0,27.06,9.01
Jaipur,1986-09-14,51.0,33.4,23.5,28.3,35.6,26.6,30.7,1986-09-14 00:41:00,1986-09-14 13:03:00,44485.54,40970.49,0.1,0.1,0.0,1.0,12.9,29.2,300.0,20.1,5.22
Kolkāta,2022-10-13,65.0,29.8,24.2,26.2,36.9,29.6,32.1,2022-10-13 00:02:00,2022-10-13 11:43:00,42057.32,21886.23,12.7,12.7,0.0,7.0,14.4,29.2,80.0,13.13,2.64
Bangalore,2020-10-08,51.0,28.1,18.7,23.5,31.2,20.9,26.4,2020-10-08 00:39:00,2020-10-08 12:35:00,42928.98,39596.16,0.8,0.8,0.0,7.0,9.8,24.1,290.0,22.28,4.47
Vishākhapatnam,1993-05-11,0.0,34.7,28.2,30.9,39.4,33.0,35.0,1993-05-10 23:56:00,1993-05-11 12:50:00,46491.38,42678.12,0.0,0.0,0.0,0.0,32.7,57.6,217.0,25.35,6.37
Hyderābād,2010-05-20,61.0,32.5,24.7,28.5,34.4,29.0,31.7,2010-05-20 00:12:00,2010-05-20 13:12:00,46782.83,5206.22,5.8,5.8,0.0,13.0,13.2,40.7,35.0,9.53,3.18
Pune,2016-07-20,61.0,26.3,21.8,23.1,30.3,25.1,26.5,2016-07-20 00:38:00,2016-07-20 13:43:00,47112.54,13550.12,19.0,19.0,0.0,24.0,13.3,34.6,264.0,9.6,2.03
Supaul,1990-10-31,0.0,28.3,15.2,21.6,30.4,15.8,23.0,1990-10-31 00:21:00,1990-10-31 11:32:00,40260.73,36146.75,0.0,0.0,0.0,0.0,9.2,15.8,285.0,18.44,3.68
Vasai-Virar,1994-04-29,1.0,31.6,23.4,27.4,36.7,28.0,31.8,1994-04-29 00:41:00,1994-04-29 13:30:00,46139.11,42964.18,0.0,0.0,0.0,0.0,16.6,34.6,252.0,26.27,5.61
Meerut,2008-04-02,51.0,33.1,17.2,26.3,34.8,17.2,25.9,2008-04-02 00:37:00,2008-04-02 13:07:00,45046.02,40496.65,0.2,0.2,0.0,1.0,8.0,25.2,293.0,23.69,5.74
Bangalore,2021-04-01,1.0,35.3,20.2,27.6,34.9,21.7,27.1,2021-04-01 00:45:00,2021-04-01 13:01:00,44135.38,41649.19,0.0,0.0,0.0,0.0,14.8,34.6,303.0,27.04,7.13
Srīnagar,2005-09-16,51.0,26.1,14.8,21.0,28.4,14.9,22.0,2005-09-16 00:44:00,2005-09-16 13:06:00,44495.88,41610.42,0.8,0.8,0.0,3.0,5.9,17.3,252.0,21.63,4.13
Dhanbād,2001-04-16,61.0,33.8,21.5,27.7,39.0,25.4,31.3,2001-04-15 23:52:00,2001-04-16 12:36:00,45841.82,42310.66,2.7,2.7,0.0,2.0,8.7,22.7,199.0,24.23,5.26
Thāne,2021-04-05,3.0,37.0,22.5,28.6,41.7,25.7,32.6,2021-04-05 00:58:00,2021-04-05 13:22:00,44678.34,39600.0,0.0,0.0,0.0,0.0,19.7,40.0,316.0,22.98,5.67
Rānchi,1999-06-09,55.0,35.8,25.2,30.6,40.6,28.9,34.1,1999-06-08 23:31:00,1999-06-09 13:03:00,48735.48,43367.51,1.3,1.3,0.0,2.0,18.4,28.1,132.0,23.4,5.97
Vadodara,1993-12-10,0.0,32.6,16.9,24.6,31.4,15.5,23.0,1993-12-10 01:36:00,1993-12-10 12:24:00,38877.15,35997.57,0.0,0.0,0.0,0.0,8.4,21.6,61.0,16.95,4.58
Mirzāpur,1991-04-18,0.0,35.2,19.8,27.5,32.1,17.0,24.2,1991-04-18 00:05:00,1991-04-18 12:53:00,46101.81,43377.31,0.0,0.0,0.0,0.0,18.4,38.5,272.0,28.34,8.57
Patna,2014-03-31,1.0,35.7,21.8,28.5,30.9,19.6,25.2,2014-03-31 00:12:00,2014-03-31 12:35:00,44618.56,40607.21,0.0,0.0,0.0,0.0,29.7,54.7,274.0,25.37,9.33
Pune,1980-02-03,0.0,27.0,13.5,19.6,27.0,14.2,19.6,1980-02-03 01:37:00,1980-02-03 12:58:00,40877.11,38202.66,0.0,0.0,0.0,0.0,13.6,33.5,268.0,21.08,4.27
Kolkāta,1995-04-13,51.0,37.1,25.9,31.4,39.5,30.0,33.8,1995-04-12 23:48:00,1995-04-13 12:25:00,45451.29,42566.8,0.1,0.1,0.0,1.0,15.7,33.5,227.0,23.08,6.63
Vijayavāda,1983-02-19,3.0,34.2,22.2,27.7,37.1,26.4,30.7,1983-02-19 01:01:00,1983-02-19 12:41:00,41985.55,37476.68,0.0,0.0,0.0,0.0,14.0,31.3,170.0,20.59,5.14
Lucknow,2005-02-27,0.0,29.0,14.6,21.7,26.9,12.3,19.7,2005-02-27 01:02:00,2005-02-27 12:35:00,41645.88,38169.29,0.0,0.0,0.0,0.0,19.8,35.3,295.0,20.97,5.57
Indore,2004-11-11,53.0,29.8,19.5,23.6,33.0,22.2,26.2,2004-11-11 01:07:00,2004-11-11 12:13:00,39990.98,35178.46,1.3,1.3,0.0,4.0,7.1,19.8,153.0,15.44,3.1
Kanpur,1987-05-02,53.0,37.6,20.7,29.3,38.0,21.9,29.2,1987-05-02 00:00:00,1987-05-02 13:11:00,47429.45,42695.32,1.6,1.6,0.0,6.0,30.4,55.8,82.0,24.5,7.95
Supaul,1980-07-05,63.0,30.5,25.7,27.7,37.1,31.1,33.6,1980-07-04 23:26:00,1980-07-05 13:09:00,49388.21,17517.93,23.2,23.2,0.0,20.0,11.9,27.0,105.0,11.8,2.65
Farīdābād,2017-01-27,51.0,18.3,10.5,14.4,15.9,8.8,12.7,2017-01-27 01:40:00,2017-01-27 12:26:00,38727.97,33792.53,0.1,0.1,0.0,1.0,19.2,37.4,292.0,11.93,2.17
Jaipur,2003-07-20,63.0,30.9,24.5,26.9,35.7,29.0,31.8,2003-07-20 00:14:00,2003-07-20 13:51:00,48986.4,8923.93,16.8,16.8,0.0,20.0,16.3,28.4,249.0,10.11,2.37
Indore,2022-03-19,2.0,36.0,19.8,28.4,36.8,18.5,27.1,2022-03-19 01:01:00,2022-03-19 13:07:00,43544.76,38168.75,0.0,0.0,0.0,0.0,14.8,29.2,317.0,19.73,6.1
Thāne,1994-10-14,53.0,28.9,23.4,26.3,33.7,28.2,31.0,1994-10-14 01:01:00,1994-10-14 12:46:00,42249.97,36177.28,2.7,2.7,0.0,10.0,9.4,25.2,235.0,16.82,3.41
Jaipur,1998-02-14,3.0,29.2,12.3,21.6,26.2,10.3,19.6,1998-02-14 01:33:00,1998-02-14 12:47:00,40442.11,28800.0,0.0,0.0,0.0,0.0,19.8,38.2,171.0,16.17,4.66
Ludhiāna,1980-08-18,53.0,31.8,23.7,27.7,38.6,29.1,33.6,1980-08-18 00:24:00,1980-08-18 13:36:00,47485.19,43200.0,1.4,1.4,0.0,3.0,10.5,28.1,297.0,22.33,4.64
Bangalore,2019-09-30,53.0,27.7,19.5,23.2,30.1,21.5,25.4,2019-09-30 00:38:00,2019-09-30 12:40:00,43300.56,39783.64,2.5,2.5,0.0,10.0,17.4,34.2,141.0,21.83,4.39
Pune,2023-07-20,51.0,26.9,23.1,24.4,27.7,24.5,25.9,2023-07-20 00:37:00,2023-07-20 13:43:00,47138.73,31084.57,2.5,2.5,0.0,15.0,32.3,60.5,260.0,18.38,3.59
Guwāhāti,2022-02-20,63.0,23.8,12.0,17.9,23.3,11.7,17.3,2022-02-20 00:24:00,2022-02-20 11:48:00,41063.67,34575.86,4.7,4.7,0.0,6.0,13.8,29.2,28.0,14.74,3.06
Bangalore,2002-12-15,1.0,27.5,12.7,19.6,25.6,10.8,18.0,2002-12-15 01:03:00,2002-12-15 12:25:00,40920.36,38034.6,0.0,0.0,0.0,0.0,16.2,35.6,78.0,21.69,5.0
Lucknow,1997-08-29,63.0,30.6,25.4,26.9,35.4,30.1,31.7,1997-08-29 00:14:00,1997-08-29 13:00:00,45922.84,18386.86,19.1,19.1,0.0,17.0,20.1,41.0,50.0,10.53,2.33
Jamshedpur,1983-01-18,1.0,25.8,12.6,19.0,26.1,11.8,18.7,1983-01-18 00:58:00,1983-01-18 11:53:00,39305.18,35535.59,0.0,0.0,0.0,0.0,8.7,19.4,18.0,17.56,3.42
Aurangābād,1993-01-18,1.0,28.1,15.3,21.9,28.1,14.6,21.2,1993-01-18 01:36:00,1993-01-18 12:41:00,39934.64,36483.27,0.0,0.0,0.0,0.0,13.3,31.3,308.0,17.31,4.11
Madurai,2021-02-07,1.0,31.4,19.8,25.2,30.7,21.0,25.0,2021-02-07 01:09:00,2021-02-07 12:54:00,42315.16,39774.87,0.0,0.0,0.0,0.0,19.2,40.3,38.0,23.98,6.26
Guwāhāti,2008-03-28,1.0,31.2,20.5,25.3,35.7,22.9,28.4,2008-03-27 23:48:00,2008-03-28 12:07:00,44414.95,41707.25,0.0,0.0,0.0,0.0,12.6,39.6,23.0,23.04,4.93
Alīgarh,1996-04-05,1.0,36.6,18.4,28.5,35.6,16.5,26.1,1996-04-05 00:33:00,1996-04-05 13:07:00,45262.73,42292.27,0.0,0.0,0.0,0.0,17.5,34.6,109.0,24.91,8.12
Jaipur,1993-02-22,1.0,22.7,6.3,15.5,20.5,2.6,12.1,1993-02-22 01:27:00,1993-02-22 12:53:00,41175.43,36262.05,0.0,0.0,0.0,0.0,10.7,19.1,142.0,20.35,4.48
Guwāhāti,2005-12-04,1.0,25.6,16.3,20.9,27.4,17.1,22.3,2005-12-04 00:25:00,2005-12-04 11:00:00,38113.73,34558.73,0.0,0.0,0.0,0.0,6.9,15.8,76.0,14.43,2.63
Alīgarh,2007-05-24,1.0,41.2,24.6,33.6,40.0,23.4,32.3,2007-05-23 23:54:00,2007-05-24 13:34:00,49240.93,45662.48,0.0,0.0,0.0,0.0,16.9,34.9,319.0,28.29,8.99
Chandīgarh,2019-04-23,1.0,35.3,21.6,29.6,37.4,22.2,29.7,2019-04-23 00:16:00,2019-04-23 13:25:00,47331.91,39600.0,0.0,0.0,0.0,0.0,15.2,31.7,102.0,24.19,7.16
Vasai-Virar,2013-04-20,2.0,31.2,24.0,27.5,35.4,28.5,31.3,2013-04-20 00:47:00,2013-04-20 13:27:00,45632.18,42636.61,0.0,0.0,0.0,0.0,19.7,40.0,228.0,23.98,5.33
Ahmedabad,2015-07-23,63.0,31.7,25.5,28.2,38.1,31.0,33.8,2015-07-23 00:36:00,2015-07-23 13:55:00,47959.01,30578.21,10.7,10.7,0.0,5.0,12.3,28.8,175.0,16.26,3.61
Najafgarh,1987-07-09,61.0,40.6,29.8,34.0,44.7,34.9,38.5,1987-07-09 00:00:00,1987-07-09 13:53:00,49932.4,43718.05,1.9,1.9,0.0,4.0,16.9,35.6,272.0,24.58,6.76
Guwāhāti,2020-09-13,63.0,29.9,25.2,27.2,37.1,31.4,33.7,2020-09-12 23:37:00,2020-09-13 11:59:00,44478.71,12984.81,9.7,9.7,0.0,10.0,14.4,37.1,259.0,11.63,2.41
Aurangābād,2010-10-31,1.0,28.2,16.8,22.4,29.3,17.0,22.9,2010-10-31 00:59:00,2010-10-31 12:25:00,41128.64,37721.8,0.0,0.0,0.0,0.0,14.4,30.6,62.0,20.11,4.43
Hyderābād,2021-08-13,51.0,29.6,23.8,26.3,32.2,25.7,29.0,2021-08-13 00:28:00,2021-08-13 13:13:00,45855.9,24157.2,0.1,0.1,0.0,1.0,17.4,35.6,279.0,15.89,3.95
Dhanbād,2007-09-29,63.0,29.1,23.4,25.6,34.8,28.1,30.8,2007-09-29 00:05:00,2007-09-29 12:04:00,43134.74,20431.02,6.5,6.5,0.0,11.0,8.1,19.1,139.0,10.81,2.23
Ghāziābād,1986-03-25,1.0,28.2,13.6,21.0,25.8,11.9,18.4,1986-03-25 00:49:00,1986-03-25 13:04:00,44131.46,41367.84,0.0,0.0,0.0,0.0,19.1,38.9,317.0,24.03,6.24
Vasai-Virar,2004-10-01,53.0,29.7,25.5,27.3,35.5,30.9,32.6,2004-10-01 00:59:00,2004-10-01 12:57:00,43043.92,37692.49,1.4,1.4,0.0,3.0,14.0,29.5,186.0,19.26,3.86
Vārānasi,2009-11-18,2.0,26.4,15.7,21.3,27.0,16.2,22.2,2009-11-18 00:47:00,2009-11-18 11:39:00,39086.96,35327.47,0.0,0.0,0.0,0.0,13.7,27.4,258.0,15.05,3.12
Prayagraj,1995-09-08,53.0,31.6,22.8,26.6,36.5,25.6,30.1,1995-09-08 00:15:00,1995-09-08 12:45:00,44967.46,37601.12,0.8,0.8,0.0,2.0,18.1,47.5,205.0,18.03,4.08
Rānchi,1989-06-11,53.0,34.7,25.4,29.8,40.6,29.5,34.3,1989-06-10 23:31:00,1989-06-11 13:04:00,48780.84,41138.0,0.7,0.7,0.0,3.0,9.2,24.8,161.0,22.09,5.26
Kanpur,2004-07-04,51.0,33.7,26.0,29.7,39.9,30.9,35.0,2004-07-03 23:50:00,2004-07-04 13:35:00,49499.73,29897.21,1.8,1.8,0.0,9.0,11.1,28.4,86.0,17.42,4.21
Aurangābād,2022-10-18,61.0,27.8,20.7,23.7,32.0,23.5,27.7,2022-10-18 00:54:00,2022-10-18 12:33:00,41931.88,33144.15,6.5,6.5,0.0,11.0,9.4,21.2,157.0,14.55,2.87
Indore,1990-04-19,0.0,39.9,25.4,32.7,36.5,22.4,29.0,1990-04-19 00:33:00,1990-04-19 13:18:00,45926.5,42978.29,0.0,0.0,0.0,0.0,23.0,45.7,286.0,28.12,11.23
Nāsik,1991-10-14,2.0,29.6,19.4,23.7,30.4,21.4,25.2,1991-10-14 00:59:00,1991-10-14 12:42:00,42213.11,37746.85,0.0,0.0,0.0,0.0,14.9,33.1,247.0,21.08,4.68
Delhi,2021-08-05,51.0,33.0,26.3,29.4,40.1,32.3,35.7,2021-08-05 00:15:00,2021-08-05 13:39:00,48234.77,43200.0,0.3,0.3,0.0,1.0,7.9,21.2,93.0,21.71,4.72
